,Restaurant,UserID,Menu,Total
984,후라이드참잘하는집-상도점,na**님,"후라이드/1(추가 선택(양념소스)),양념소스 /1",5
985,후라이드참잘하는집-상도점,ea**님,후라이드/1,5
986,후라이드참잘하는집-상도점,st**님,후라이드/1(추가 선택(양념소스)),4
987,후라이드참잘하는집-상도점,rh**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
988,후라이드참잘하는집-상도점,ki**님,"후라이드/1,양념소스 /2",5
989,후라이드참잘하는집-상도점,vi**님,"후라이드/1(추가 선택(디진다핫소스)),무 추가/1,양념소스 /1",5
990,후라이드참잘하는집-상도점,p6**님,후라이드/1(추가 선택(양념소스)),5
991,후라이드참잘하는집-상도점,rh**님,"후라이드/1,디진다핫소스 추가/1",5
992,후라이드참잘하는집-상도점,se**님,"순살 후라이드/1(추가 선택(양념소스,디진다핫소스))",5
993,후라이드참잘하는집-상도점,00**님,순살 후라이드/1(추가 선택(콜라 1.25L로 변경)),5
994,후라이드참잘하는집-상도점,sh**님,후라이드/1(추가 선택(양념소스)),5
995,후라이드참잘하는집-상도점,hy**님,"후라이드/1(추가 선택(무 추가,양념소스))",5
996,후라이드참잘하는집-상도점,mi**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",5
997,후라이드참잘하는집-상도점,so**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),3
998,후라이드참잘하는집-상도점,ak**님,후라이드/1(추가 선택(양념소스)),5
999,후라이드참잘하는집-상도점,ko**님,후라이드/1,5
1000,후라이드참잘하는집-상도점,mu**님,후라이드/1,4
1001,후라이드참잘하는집-상도점,ch**님,후라이드/1(추가 선택(양념소스)),3
1002,후라이드참잘하는집-상도점,su**님,후라이드/1,5
1003,후라이드참잘하는집-상도점,ya**님,후라이드/1,5
1004,후라이드참잘하는집-상도점,bi**님,후라이드/1(추가 선택(디진다핫소스)),5
1005,후라이드참잘하는집-상도점,kl**님,"후라이드/1(추가 선택(무 추가,양념소스,콜라 1.25L로 변경))",5
1006,후라이드참잘하는집-상도점,pn**님,후라이드/1,5
1007,후라이드참잘하는집-상도점,pn**님,후라이드/1(추가 선택(디진다핫소스)),5
1008,후라이드참잘하는집-상도점,yo**님,후라이드/1(추가 선택(양념소스)),5
1009,후라이드참잘하는집-상도점,qk**님,"후라이드/1(추가 선택(콜라 1.25L로 변경)),치즈볼（치즈맛4개）/1",5
1010,후라이드참잘하는집-상도점,ah**님,후라이드/1,4
1011,후라이드참잘하는집-상도점,hh**님,"후라이드/1(추가 선택(무 추가,양념소스))",5
1012,후라이드참잘하는집-상도점,dn**님,후라이드/1(추가 선택(양념소스)),5
1013,후라이드참잘하는집-상도점,pi**님,후라이드/1,4
1014,후라이드참잘하는집-상도점,he**님,후라이드/1,5
1015,후라이드참잘하는집-상도점,dy**님,후라이드/1,4
1016,후라이드참잘하는집-상도점,ga**님,후라이드/1,4
1017,후라이드참잘하는집-상도점,pa**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1018,후라이드참잘하는집-상도점,ao**님,후라이드/1(추가 선택(양념소스)),5
1019,후라이드참잘하는집-상도점,ri**님,후라이드/1,5
1020,후라이드참잘하는집-상도점,sp**님,"후라이드/1(추가 선택(콜라 1.25L로 변경)),양념소스 /1",5
1021,후라이드참잘하는집-상도점,ni**님,후라이드/1(추가 선택(양념소스)),5
1022,후라이드참잘하는집-상도점,bl**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",5
1023,후라이드참잘하는집-상도점,wo**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1024,후라이드참잘하는집-상도점,qw**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",5
1025,후라이드참잘하는집-상도점,ak**님,후라이드/1,5
1026,후라이드참잘하는집-상도점,gc**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1027,후라이드참잘하는집-상도점,lo**님,후라이드/1,5
1028,후라이드참잘하는집-상도점,ke**님,후라이드/1,5
1029,후라이드참잘하는집-상도점,jm**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",4
1030,후라이드참잘하는집-상도점,kt**님,후라이드/1,4
1031,후라이드참잘하는집-상도점,al**님,후라이드/1,5
1032,후라이드참잘하는집-상도점,si**님,후라이드/1(추가 선택(양념소스)),4
1033,후라이드참잘하는집-상도점,ad**님,후라이드/1,5
1034,후라이드참잘하는집-상도점,ho**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",5
1035,후라이드참잘하는집-상도점,ns**님,후라이드/1(추가 선택(양념소스)),5
1036,후라이드참잘하는집-상도점,he**님,후라이드/1,4
1037,후라이드참잘하는집-상도점,da**님,후라이드/1,5
1038,후라이드참잘하는집-상도점,pp**님,후라이드/1,5
1039,후라이드참잘하는집-상도점,um**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",5
1040,후라이드참잘하는집-상도점,92**님,후라이드/1(추가 선택(양념소스)),4
1041,후라이드참잘하는집-상도점,xo**님,순살 매운양념/1(추가 선택(디진다핫소스)),5
1042,후라이드참잘하는집-상도점,yj**님,후라이드/1,5
1043,후라이드참잘하는집-상도점,ai**님,후라이드/1,5
1044,후라이드참잘하는집-상도점,ys**님,"후라이드/1,콜라 1.25L/1",5
1045,후라이드참잘하는집-상도점,ji**님,후라이드/1,5
1046,후라이드참잘하는집-상도점,su**님,후라이드/1,5
1047,후라이드참잘하는집-상도점,tn**님,순살 후라이드/1,5
1048,후라이드참잘하는집-상도점,ro**님,"후라이드/1(추가 선택(디진다핫소스,콜라 1.25L로 변경))",4
1049,후라이드참잘하는집-상도점,id**님,후라이드/1,5
1050,후라이드참잘하는집-상도점,hy**님,후라이드/1(추가 선택(양념소스)),5
1051,후라이드참잘하는집-상도점,tl**님,후라이드/1,5
1052,후라이드참잘하는집-상도점,yg**님,후라이드/1(추가 선택(디진다핫소스)),5
1053,후라이드참잘하는집-상도점,ad**님,후라이드/1,5
1054,후라이드참잘하는집-상도점,do**님,후라이드/1,5
1055,후라이드참잘하는집-상도점,de**님,후라이드/1,5
1056,후라이드참잘하는집-상도점,zz**님,"후라이드/1,양념소스 /2",5
1057,후라이드참잘하는집-상도점,hh**님,"후라이드/1(추가 선택(무 추가,양념소스))",5
1058,후라이드참잘하는집-상도점,sj**님,후라이드/1,5
1059,후라이드참잘하는집-상도점,el**님,후라이드/1,5
1060,후라이드참잘하는집-상도점,vh**님,후라이드/1(추가 선택(양념소스)),5
1061,후라이드참잘하는집-상도점,jk**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1062,후라이드참잘하는집-상도점,sk**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1063,후라이드참잘하는집-상도점,jb**님,후라이드/1,5
1064,후라이드참잘하는집-상도점,dw**님,후라이드/1(추가 선택(디진다핫소스)),5
1065,후라이드참잘하는집-상도점,sd**님,후라이드/1(추가 선택(양념소스)),5
1066,후라이드참잘하는집-상도점,he**님,후라이드/1,4
1067,후라이드참잘하는집-상도점,tj**님,후라이드/1,5
1068,후라이드참잘하는집-상도점,sa**님,후라이드/1,5
1069,후라이드참잘하는집-상도점,kh**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1070,후라이드참잘하는집-상도점,pp**님,후라이드/1,5
1071,후라이드참잘하는집-상도점,h2**님,후라이드/1,5
1072,후라이드참잘하는집-상도점,lb**님,"후라이드/1,양념소스 /2",5
1073,후라이드참잘하는집-상도점,lo**님,후라이드/1,5
1074,후라이드참잘하는집-상도점,ab**님,후라이드/1(추가 선택(무 추가)),5
1075,후라이드참잘하는집-상도점,ke**님,순살 후라이드/1,4
1076,후라이드참잘하는집-상도점,da**님,후라이드/1,5
1077,후라이드참잘하는집-상도점,sh**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1078,후라이드참잘하는집-상도점,my**님,후라이드/1(추가 선택(양념소스)),5
1079,후라이드참잘하는집-상도점,he**님,순살 후라이드/1(추가 선택(양념소스)),5
1080,후라이드참잘하는집-상도점,ga**님,후라이드/1,5
1081,후라이드참잘하는집-상도점,su**님,후라이드/1,5
1082,후라이드참잘하는집-상도점,ck**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(양념소스))",5
1083,후라이드참잘하는집-상도점,ca**님,후라이드/1(추가 선택(디진다핫소스)),5
1084,후라이드참잘하는집-상도점,fk**님,"후라이드/1,치즈볼（피자맛4개）/1",5
1085,후라이드참잘하는집-상도점,tl**님,간장치킨/1,5
1086,후라이드참잘하는집-상도점,ys**님,"후라이드/1,콜라 1.25L/1",5
1087,후라이드참잘하는집-상도점,kj**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),5
1088,후라이드참잘하는집-상도점,ci**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(순살)),5
1089,후라이드참잘하는집-상도점,de**님,후라이드/1(추가 선택(양념소스)),4
1090,후라이드참잘하는집-상도점,pr**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1091,후라이드참잘하는집-상도점,py**님,"반반치킨（핫간장반＋허니버터반）/1(뼈or순살 선택(순살),추가 선택(콜라 1.25L로 변경))",5
1092,후라이드참잘하는집-상도점,ch**님,후라이드/1,5
1093,후라이드참잘하는집-상도점,kj**님,"후라이드/1,양념치킨/1",5
1094,후라이드참잘하는집-상도점,ks**님,후라이드/1(추가 선택(양념소스)),5
1095,후라이드참잘하는집-상도점,na**님,"반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(순살),추가 선택(양념소스))",5
1096,후라이드참잘하는집-상도점,ne**님,양념치킨/1,5
1097,후라이드참잘하는집-상도점,lo**님,후라이드/1,5
1098,후라이드참잘하는집-상도점,sk**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1099,후라이드참잘하는집-상도점,ch**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1100,후라이드참잘하는집-상도점,yd**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),콜라 1.25L/1",5
1101,후라이드참잘하는집-상도점,go**님,허니버터치킨/1(추가 선택(콜라 1.25L로 변경)),3
1102,후라이드참잘하는집-상도점,eu**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1103,후라이드참잘하는집-상도점,du**님,반반치킨（양념반＋허니버터반）/1(뼈or순살 선택(순살)),5
1104,후라이드참잘하는집-상도점,ey**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(뼈)),5
1105,후라이드참잘하는집-상도점,uk**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",5
1106,후라이드참잘하는집-상도점,01**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1107,후라이드참잘하는집-상도점,my**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1108,후라이드참잘하는집-상도점,is**님,"반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),콜라 1.25L/1",3
1109,후라이드참잘하는집-상도점,qk**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(순살)),5
1110,후라이드참잘하는집-상도점,pl**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(순살)),5
1111,후라이드참잘하는집-상도점,mi**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),4
1112,후라이드참잘하는집-상도점,na**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(순살)),5
1113,후라이드참잘하는집-상도점,ku**님,후라이드/1,5
1114,후라이드참잘하는집-상도점,11**님,후라이드/1,5
1115,후라이드참잘하는집-상도점,ki**님,후라이드/1,5
1116,후라이드참잘하는집-상도점,sj**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),4
1117,후라이드참잘하는집-상도점,lo**님,후라이드/1,5
1118,후라이드참잘하는집-상도점,sa**님,순살 후라이드/1,5
1119,후라이드참잘하는집-상도점,sa**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1120,후라이드참잘하는집-상도점,as**님,반반치킨（후라이드반＋눈꽃반）/1(뼈or순살 선택(순살)),5
1121,후라이드참잘하는집-상도점,ki**님,순살 후라이드/1(추가 선택(양념소스)),5
1122,후라이드참잘하는집-상도점,pm**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),치즈볼（치즈맛4개）/1",5
1123,후라이드참잘하는집-상도점,cw**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1124,후라이드참잘하는집-상도점,jw**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1125,후라이드참잘하는집-상도점,js**님,후라이드/1,5
1126,후라이드참잘하는집-상도점,ki**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1127,후라이드참잘하는집-상도점,ah**님,"반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(순살),추가 선택(콜라 1.25L로 변경))",5
1128,후라이드참잘하는집-상도점,lk**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1130,후라이드참잘하는집-상도점,me**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(뼈)),5
1131,후라이드참잘하는집-상도점,lm**님,"반반치킨（양념반＋허니버터반）/1(뼈or순살 선택(순살)),치즈볼（치즈맛4개）/1,치즈볼（피자맛4개）/1",5
1132,후라이드참잘하는집-상도점,ms**님,허니버터치킨/1,5
1133,후라이드참잘하는집-상도점,lu**님,후라이드/1,5
1134,후라이드참잘하는집-상도점,ba**님,후라이드/1,5
1135,후라이드참잘하는집-상도점,kj**님,후라이드/1,5
1136,후라이드참잘하는집-상도점,31**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),4
1137,후라이드참잘하는집-상도점,ye**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(순살)),4
1138,후라이드참잘하는집-상도점,wu**님,반반치킨（후라이드반＋허니버터반）/1(뼈or순살 선택(순살)),5
1139,후라이드참잘하는집-상도점,wh**님,후라이드/1,5
1140,후라이드참잘하는집-상도점,be**님,후라이드/1,5
1141,후라이드참잘하는집-상도점,kn**님,후라이드/1,5
1142,후라이드참잘하는집-상도점,sk**님,"후라이드/1(추가 선택(무 추가,양념소스,콜라 1.25L로 변경))",5
1143,후라이드참잘하는집-상도점,fa**님,"반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(순살),추가 선택(콜라 1.25L로 변경))",5
1144,후라이드참잘하는집-상도점,53**님,"반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈),추가 선택(양념소스))",3
1145,후라이드참잘하는집-상도점,ch**님,후라이드/1(추가 선택(무 추가)),5
1146,후라이드참잘하는집-상도점,kj**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),5
1147,후라이드참잘하는집-상도점,ze**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(순살)),5
1148,후라이드참잘하는집-상도점,ca**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1149,후라이드참잘하는집-상도점,f2**님,후라이드/1,5
1150,후라이드참잘하는집-상도점,th**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1151,후라이드참잘하는집-상도점,sh**님,후라이드/1(추가 선택(양념소스)),5
1152,후라이드참잘하는집-상도점,le**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1153,후라이드참잘하는집-상도점,dh**님,"순살 눈꽃치즈치킨/1,순살 핫토스치킨/1",5
1154,후라이드참잘하는집-상도점,tl**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1155,후라이드참잘하는집-상도점,kj**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),5
1156,후라이드참잘하는집-상도점,kj**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),5
1157,후라이드참잘하는집-상도점,ca**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",5
1158,후라이드참잘하는집-상도점,rl**님,후라이드/1,5
1159,후라이드참잘하는집-상도점,ga**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),3
1160,후라이드참잘하는집-상도점,eh**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",2
1161,후라이드참잘하는집-상도점,ha**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(무 추가))",4
1162,후라이드참잘하는집-상도점,tm**님,후라이드/1,5
1163,후라이드참잘하는집-상도점,jh**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1164,후라이드참잘하는집-상도점,kr**님,후라이드/1,5
1165,후라이드참잘하는집-상도점,go**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),3
1166,후라이드참잘하는집-상도점,pi**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),4
1167,후라이드참잘하는집-상도점,wo**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",5
1168,후라이드참잘하는집-상도점,wc**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1169,후라이드참잘하는집-상도점,do**님,반반치킨（양념반＋허니버터반）/1(뼈or순살 선택(뼈)),5
1170,후라이드참잘하는집-상도점,mu**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈)),5
1171,후라이드참잘하는집-상도점,ke**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),4
1172,후라이드참잘하는집-상도점,st**님,양념치킨/1,5
1173,후라이드참잘하는집-상도점,il**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1174,후라이드참잘하는집-상도점,kn**님,핫간장치킨/1(추가 선택(콜라 1.25L로 변경)),5
1175,후라이드참잘하는집-상도점,wo**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1176,후라이드참잘하는집-상도점,bo**님,후라이드/1,5
1177,후라이드참잘하는집-상도점,me**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(뼈)),4
1178,후라이드참잘하는집-상도점,bl**님,후라이드/1(추가 선택(디진다핫소스)),5
1179,후라이드참잘하는집-상도점,ws**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(뼈)),5
1180,후라이드참잘하는집-상도점,be**님,후라이드/1(추가 선택(디진다핫소스)),5
1181,후라이드참잘하는집-상도점,yu**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",5
1182,후라이드참잘하는집-상도점,mi**님,"반반치킨（후라이드반＋핫간장반）/1(뼈or순살 선택(뼈)),치즈볼（치즈맛4개）/1",5
1183,후라이드참잘하는집-상도점,mo**님,순살 양념치킨/1,5
1184,후라이드참잘하는집-상도점,be**님,순살 간장치킨/1,5
1185,후라이드참잘하는집-상도점,yu**님,"반반치킨（간장반＋허니버터반）/1(뼈or순살 선택(순살),추가 선택(콜라 1.25L로 변경))",4
1186,후라이드참잘하는집-상도점,yd**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",5
1187,후라이드참잘하는집-상도점,rl**님,"후라이드/1(추가 선택(양념소스,콜라 1.25L로 변경))",4
1188,후라이드참잘하는집-상도점,jh**님,"후라이드/1,양념소스 /1",5
1189,후라이드참잘하는집-상도점,du**님,후라이드/1,5
1190,후라이드참잘하는집-상도점,so**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1191,후라이드참잘하는집-상도점,rh**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1192,후라이드참잘하는집-상도점,57**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈)),5
1193,후라이드참잘하는집-상도점,in**님,후라이드/1,5
1194,후라이드참잘하는집-상도점,da**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",3
1195,후라이드참잘하는집-상도점,th**님,순살 양념치킨/1,5
1196,후라이드참잘하는집-상도점,db**님,반반치킨（후라이드반＋핫간장반）/1(뼈or순살 선택(뼈)),5
1197,후라이드참잘하는집-상도점,al**님,후라이드/1,5
1198,후라이드참잘하는집-상도점,er**님,순살 후라이드/1,5
1199,후라이드참잘하는집-상도점,de**님,"반반치킨（후라이드반＋눈꽃반）/1(뼈or순살 선택(뼈),추가 선택(콜라 1.25L로 변경))",5
1200,후라이드참잘하는집-상도점,eu**님,후라이드/1,5
1201,후라이드참잘하는집-상도점,hy**님,후라이드/1,4
1202,후라이드참잘하는집-상도점,wj**님,후라이드/1(추가 선택(양념소스)),5
1203,후라이드참잘하는집-상도점,rl**님,후라이드/1,5
1204,후라이드참잘하는집-상도점,tl**님,후라이드/1,4
1205,후라이드참잘하는집-상도점,cy**님,후라이드/1,5
1206,후라이드참잘하는집-상도점,da**님,반반치킨（후라이드반＋핫간장반）/1(뼈or순살 선택(뼈)),4
1207,후라이드참잘하는집-상도점,ru**님,후라이드/1(추가 선택(양념소스)),4
1208,후라이드참잘하는집-상도점,ww**님,"후라이드/1,양념소스 /1",5
1209,후라이드참잘하는집-상도점,li**님,"후라이드/1(추가 선택(콜라 1.25L로 변경)),눈꽃치즈감자/1",5
1210,후라이드참잘하는집-상도점,wu**님,순살 후라이드/1,5
1211,후라이드참잘하는집-상도점,zv**님,순살 후라이드/1,4
1212,후라이드참잘하는집-상도점,kj**님,후라이드/1,5
1213,후라이드참잘하는집-상도점,az**님,후라이드/1,5
1214,후라이드참잘하는집-상도점,na**님,후라이드/1,4
1215,후라이드참잘하는집-상도점,do**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),3
1216,후라이드참잘하는집-상도점,vg**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1217,후라이드참잘하는집-상도점,gn**님,"후라이드/1,양념소스 /1",5
1218,후라이드참잘하는집-상도점,de**님,후라이드/1,5
1219,후라이드참잘하는집-상도점,w_**님,"후라이드/1,치즈볼（치즈맛4개）/1",5
1220,후라이드참잘하는집-상도점,ry**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(순살)),5
1221,후라이드참잘하는집-상도점,ha**님,후라이드/1(추가 선택(양념소스)),5
1222,후라이드참잘하는집-상도점,sa**님,후라이드/1(추가 선택(양념소스)),5
1223,후라이드참잘하는집-상도점,dr**님,순살 후라이드/1,4
1224,후라이드참잘하는집-상도점,vi**님,순살 후라이드/1,5
1225,후라이드참잘하는집-상도점,ch**님,후라이드/1,5
1226,후라이드참잘하는집-상도점,jk**님,후라이드/1,5
1227,후라이드참잘하는집-상도점,ek**님,후라이드/1,4
1228,후라이드참잘하는집-상도점,ca**님,핫토스치킨/1,4
1229,후라이드참잘하는집-상도점,qk**님,후라이드/1,5
1230,후라이드참잘하는집-상도점,ke**님,순살 후라이드/1,5
1231,후라이드참잘하는집-상도점,fa**님,순살 후라이드/1(추가 선택(콜라 1.25L로 변경)),3
1232,후라이드참잘하는집-상도점,wo**님,눈꽃치즈치킨/1,5
1233,후라이드참잘하는집-상도점,gn**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1234,후라이드참잘하는집-상도점,mo**님,"순살 핫토스치킨/1,치즈볼（치즈맛4개）/1",5
1235,후라이드참잘하는집-상도점,kh**님,순살 핫간장치킨/1,5
1236,후라이드참잘하는집-상도점,wj**님,핫토스치킨/1,4
1237,후라이드참잘하는집-상도점,mh**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈)),5
1238,후라이드참잘하는집-상도점,gn**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(뼈)),5
1239,후라이드참잘하는집-상도점,mi**님,"순살 후라이드/1(추가 선택(콜라 1.25L로 변경)),양념소스 /1",5
1240,후라이드참잘하는집-상도점,lm**님,간장치킨/1,4
1241,후라이드참잘하는집-상도점,su**님,핫토스치킨/1,5
1242,후라이드참잘하는집-상도점,ta**님,핫토스치킨/1,5
1243,후라이드참잘하는집-상도점,su**님,반반치킨（후라이드반＋허니버터반）/1(뼈or순살 선택(순살)),5
1244,후라이드참잘하는집-상도점,jd**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈)),5
1245,후라이드참잘하는집-상도점,be**님,순살 핫토스치킨/1,5
1246,후라이드참잘하는집-상도점,ch**님,"후라이드/1(추가 선택(무 추가,양념소스))",5
1247,후라이드참잘하는집-상도점,as**님,후라이드/1(추가 선택(양념소스)),5
1248,후라이드참잘하는집-상도점,do**님,후라이드/1,5
1249,후라이드참잘하는집-상도점,pb**님,후라이드/1,5
1250,후라이드참잘하는집-상도점,fo**님,핫토스치킨/1,5
1251,후라이드참잘하는집-상도점,il**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈)),5
1252,후라이드참잘하는집-상도점,dl**님,"후라이드/1(추가 선택(양념소스)),치즈볼（치즈맛4개）/1,콜라 500mL/1",5
1253,후라이드참잘하는집-상도점,ky**님,반반치킨（양념반＋간장반）/1(뼈or순살 선택(뼈)),4
1254,후라이드참잘하는집-상도점,gk**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1255,후라이드참잘하는집-상도점,ck**님,핫토스치킨/1,5
1256,후라이드참잘하는집-상도점,ra**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈),추가 선택(무 추가))",5
1257,후라이드참잘하는집-상도점,wl**님,핫토스치킨/1(추가 선택(콜라 1.25L로 변경)),4
1258,후라이드참잘하는집-상도점,ck**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(순살)),5
1259,후라이드참잘하는집-상도점,a1**님,반반치킨（후라이드반＋간장반）/1(뼈or순살 선택(뼈)),5
1260,후라이드참잘하는집-상도점,gy**님,"반반치킨（후라이드반＋눈꽃반）/1(뼈or순살 선택(뼈),추가 선택(양념소스,콜라 1.25L로 변경))",5
1261,후라이드참잘하는집-상도점,mo**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),3
1262,후라이드참잘하는집-상도점,ke**님,순살 핫토스치킨/1(추가 선택(콜라 1.25L로 변경)),5
1263,후라이드참잘하는집-상도점,xf**님,순살 핫토스치킨/1,5
1264,후라이드참잘하는집-상도점,kr**님,양념치킨/1,5
1265,후라이드참잘하는집-상도점,ds**님,"반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),치즈볼（치즈맛4개）/1",5
1266,후라이드참잘하는집-상도점,la**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1267,후라이드참잘하는집-상도점,su**님,후라이드/1(추가 선택(콜라 1.25L로 변경)),5
1268,후라이드참잘하는집-상도점,as**님,"후라이드/1(추가 선택(무 추가)),양념소스 /1",5
1269,후라이드참잘하는집-상도점,su**님,"반반치킨（간장반＋허니버터반）/1(뼈or순살 선택(순살),추가 선택(콜라 1.25L로 변경))",5
1270,후라이드참잘하는집-상도점,sd**님,반반치킨（후라이드반＋매운양념반）/1(뼈or순살 선택(뼈)),5
1271,후라이드참잘하는집-상도점,ip**님,후라이드/1,5
1272,후라이드참잘하는집-상도점,ka**님,순살 후라이드/1,5
1273,후라이드참잘하는집-상도점,ju**님,후라이드/1,5
1274,후라이드참잘하는집-상도점,sk**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(순살)),5
1275,후라이드참잘하는집-상도점,it**님,반반치킨（후라이드반＋양념반）/1(뼈or순살 선택(뼈)),5
1276,후라이드참잘하는집-상도점,sh**님,후라이드/1(추가 선택(양념소스)),5
